imdbID,title
tt0211915,Amélie
tt0382932,Ratatouille
tt0317705,The Incredibles
tt0892769,How to Train Your Dragon
tt0093058,Full Metal Jacket
tt1392214,Prisoners
tt2096673,Inside Out
tt0090605,Aliens
tt2024544,12 Years a Slave
tt0118799,Life Is Beautiful
tt0117951,Trainspotting
tt0405159,Million Dollar Baby
tt0116282,Fargo
tt0054215,Psycho
tt0062622,2001: A Space Odyssey
tt0078788,Apocalypse Now
tt0457430,Pan's Labyrinth
tt0113277,Heat
tt0107048,Groundhog Day
tt0758758,Into the Wild
tt0073195,Jaws
tt8579674,1917
tt0469494,There Will Be Blood
tt0075148,Rocky
tt0364569,Oldboy
tt0120735,"Lock, Stock and Two Smoking Barrels"
tt0119488,L.A. Confidential
tt1745960,Top Gun: Maverick
tt0034583,Casablanca
tt4633694,Spider-Man: Into the Spider-Verse
tt0071853,Monty Python and the Holy Grail
tt2119532,Hacksaw Ridge
tt0112641,Casino
tt2380307,Coco
tt5027774,"Three Billboards Outside Ebbing, Missouri"
tt6966692,Green Book
tt0097165,Dead Poets Society
tt0047396,Rear Window
tt0057012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
tt1979320,Rush
tt1895587,Spotlight
tt1291584,Warrior
tt1454029,The Help
tt0038650,It's a Wonderful Life
tt0033467,Citizen Kane
tt0084787,The Thing
tt0103639,Aladdin
tt3170832,Room
tt0091763,Platoon
tt0070047,The Exorcist
tt0105695,Unforgiven
tt1950186,Ford v Ferrari
tt0092005,Stand by Me
tt0347149,Howl's Moving Castle
tt0052357,Vertigo
tt1187043,3 Idiots
tt0032138,The Wizard of Oz
tt0086879,Amadeus
tt0079470,Life of Brian
tt0119698,Princess Mononoke
tt0405094,The Lives of Others
tt0081398,Raging Bull
tt0363163,Downfall
tt0395169,Hotel Rwanda
tt0087843,Once Upon a Time in America
tt0047478,Seven Samurai
tt0096283,My Neighbor Totoro
tt0077416,The Deer Hunter
tt2106476,The Hunt
tt0064116,Once Upon a Time in the West
tt0071315,Chinatown
tt0053125,North by Northwest
tt0031381,Gone with the Wind
tt0056592,To Kill a Mockingbird
tt0112471,Before Sunrise
tt0056172,Lawrence of Arabia
tt1028532,Hachi: A Dog's Tale
tt0095327,Grave of the Fireflies
tt5311514,Your Name.
tt0099348,Dances with Wolves
tt0381681,Before Sunset
tt0053291,Some Like It Hot
tt0070735,The Sting
tt0095765,Cinema Paradiso
tt0059578,For a Few Dollars More
tt0082096,Das Boot
tt0057115,The Great Escape
tt1832382,A Separation
tt0045152,Singin' in the Rain
tt0027977,Modern Times
tt0080678,The Elephant Man
tt0245712,Amores Perros
tt0052618,Ben-Hur
tt0059742,The Sound of Music
tt0032553,The Great Dictator
tt0043014,Sunset Blvd.
tt0050212,The Bridge on the River Kwai
tt1305806,The Secret in Their Eyes
tt0129167,The Iron Giant
tt15097216,Jai Bhim
tt3011894,Wild Tales
tt0050825,Paths of Glory
tt0986264,Like Stars on Earth
tt5074352,Dangal
tt0353969,Memories of Murder
tt0050976,The Seventh Seal
tt0021749,City Lights
tt0053604,The Apartment
tt1255953,Incendies
tt0061512,Cool Hand Luke
tt0113247,La haine
tt0978762,Mary and Max
tt0046912,Dial M for Murder
tt0107207,In the Name of the Father
tt0017136,Metropolis
tt0041959,The Third Man
tt0072684,Barry Lyndon
tt0042876,Rashomon
tt10272386,The Father
tt0040522,Bicycle Thieves
tt4729430,Klaus
tt0074958,Network
tt0022100,M
tt0036775,Double Indemnity
tt0047296,On the Waterfront
tt4016934,The Handmaiden
tt10366206,John Wick: Chapter 4
tt0032976,Rebecca
tt0042192,All About Eve
tt6791350,Guardians of the Galaxy Vol. 3
tt0051201,Witness for the Prosecution
tt0012349,The Kid
tt0089881,Ran
tt0040897,The Treasure of the Sierra Madre
tt0055630,Yojimbo
tt0060827,Persona
tt0053198,The 400 Blows
tt0031679,Mr. Smith Goes to Washington
tt0015864,The Gold Rush
tt0050986,Wild Strawberries
tt0025316,It Happened One Night
tt8503618,Hamilton
tt0032551,The Grapes of Wrath
tt8267604,Capernaum
tt0017925,The General
tt0476735,My Father and My Son
tt0091251,Come and See
tt0044741,Ikiru
tt0055031,Judgment at Nuremberg
tt0118849,Children of Heaven
tt0036868,The Best Years of Our Lives
tt0046438,Tokyo Story
tt0046268,The Wages of Fear
tt0058946,The Battle of Algiers
tt0056058,Harakiri
tt0019254,The Passion of Joan of Arc
tt0015324,Sherlock Jr.
tt0057565,High and Low
tt0035446,To Be or Not to Be
tt0048473,Pather Panchali
